year,countryCode,countryName,record,cropLand,grazingLand,forestLand,fishingGround,builtupLand,carbon,total
1961,117,"Korea, Republic of",EFConsPerCap,0.200690895102361,0.0724080253393714,0.0892720430938305,0.185347645006918,0.0277614175026388,0.250629164297411,0.826109190342531
1961,117,"Korea, Republic of",BiocapPerCap,0.136874215651707,0.00473689011081401,0.195817520179668,0.769608370603158,0.0277614175026388,0.0,1.13479841404799
1962,117,"Korea, Republic of",EFConsPerCap,0.177447811557403,0.0765332800967074,0.0955510710888928,0.177348881129566,0.0247104876940336,0.271420140470971,0.823011672037574
1962,117,"Korea, Republic of",BiocapPerCap,0.116982240653885,0.00454266356316661,0.191000393467249,0.749477937491253,0.0247104876940336,0.0,1.08671372286959
1963,117,"Korea, Republic of",EFConsPerCap,0.208414759971322,0.0778439751804413,0.100846467505261,0.20675132028623,0.0240999261497612,0.292872578451157,0.910829027544173
1963,117,"Korea, Republic of",BiocapPerCap,0.112281842241235,0.0045114214412859,0.186345721292285,0.731000886240163,0.0240999261497612,0.0,1.05823979736473
1964,117,"Korea, Republic of",EFConsPerCap,0.195660212634281,0.071716798097395,0.10131574750871,0.193908553478743,0.028014405860433,0.260328328687205,0.850944046266766
1964,117,"Korea, Republic of",BiocapPerCap,0.133160183516678,0.0045589877124933,0.179566140979262,0.71359935200365,0.028014405860433,0.0,1.05889907007252
1965,117,"Korea, Republic of",EFConsPerCap,0.194263902135942,0.0712477440466753,0.109265530733756,0.198254835042211,0.0271945002412141,0.283625833492768,0.883852345692567
1965,117,"Korea, Republic of",BiocapPerCap,0.131495488296534,0.00464475725256522,0.176619149848049,0.69740675373167,0.0271945002412141,0.0,1.03736064937003
1966,117,"Korea, Republic of",EFConsPerCap,0.207156259320988,0.0711485399487832,0.121561286827939,0.225161534524015,0.0308555628170095,0.354292184789752,1.01017536822849
1966,117,"Korea, Republic of",BiocapPerCap,0.148351303160562,0.00457411977200729,0.173707744303989,0.680228969326933,0.0308555628170095,0.0,1.0377176993805
1967,117,"Korea, Republic of",EFConsPerCap,0.205521724967026,0.0728027196431433,0.13488946248308,0.204977933892101,0.0279496084193439,0.454862404977014,1.10100385438171
1967,117,"Korea, Republic of",BiocapPerCap,0.132415402188209,0.00453264748598005,0.169028714199106,0.663948712242539,0.0279496084193439,0.0,0.997875084535178
