year,countryCode,countryName,record,cropLand,grazingLand,forestLand,fishingGround,builtupLand,carbon,total
1992,1,Armenia,EFConsPerCap,0.391265881520648,0.180565802640725,1.24248485220174E-6,0.0037136569487351,0.0240652233330686,0.9727186248636,1.57233043179163
1992,1,Armenia,BiocapPerCap,0.197719591392751,0.128982159640682,0.0829526263970832,0.0131042189712703,0.0240652233330686,0.0,0.446823819734855
1993,1,Armenia,EFConsPerCap,0.378354217544795,0.193482364019837,1.06695152697737E-5,0.00349238617928654,0.0227347678834397,0.486699049786195,1.08477345492882
1993,1,Armenia,BiocapPerCap,0.193029201405045,0.133409460084162,0.085701333616882,0.0135343194388406,0.0227347678834397,0.0,0.448409082428369
1994,1,Armenia,EFConsPerCap,0.440379425126271,0.306302078846248,2.33363592619609E-5,0.00355040066421847,0.0222915105942917,0.297127993234939,1.06967474482523
1994,1,Armenia,BiocapPerCap,0.211701483320656,0.138901754227398,0.0879173796659232,0.0138499410468702,0.0222915105942917,0.0,0.474662068855139
1995,1,Armenia,EFConsPerCap,0.414247105314971,0.188563957958934,0.00756644402397,0.0035546236501631,0.0226366623948792,0.399787144887488,1.03635593823041
1995,1,Armenia,BiocapPerCap,0.235427326877095,0.150777543166028,0.0892954907910444,0.0140318079922484,0.0226366623948792,0.0,0.512168831221296
1996,1,Armenia,EFConsPerCap,0.449910779932363,0.213275585311959,0.00761795936286292,0.00284915486864735,0.0256486702053132,0.325621456903121,1.02492360658427
1996,1,Armenia,BiocapPerCap,0.250440620040591,0.161843193359657,0.0898523601790574,0.0141202597614353,0.0256486702053132,0.0,0.541905103546054
1997,1,Armenia,EFConsPerCap,0.384882025164934,0.246179690853924,0.00924880283263261,0.00317329437438796,0.0205721621870093,0.397028537430404,1.06108451284329
1997,1,Armenia,BiocapPerCap,0.191619916668326,0.170033319059612,0.0905035073226606,0.0142300431151185,0.0205721621870093,0.0,0.486958948352726
1998,1,Armenia,EFConsPerCap,0.459029229400739,0.205063276506419,0.00974234491379206,0.00443003855794213,0.0255502134348689,0.397940410638057,1.10175551345182
1998,1,Armenia,BiocapPerCap,0.245404393535793,0.172040496551371,0.0913253385888825,0.0143807801223488,0.0255502134348689,0.0,0.548701222233264
1999,1,Armenia,EFConsPerCap,0.400881948513228,0.192266193829841,0.0100542902478109,0.00524927915574729,0.0242240560516467,0.508131377389276,1.14080714518755
1999,1,Armenia,BiocapPerCap,0.245841824386571,0.174048313534979,0.0920539494270839,0.0145486125521893,0.0242240560516467,0.0,0.55071675595247
2000,1,Armenia,EFConsPerCap,0.40889325318166,0.192891316354032,0.0121601099596166,0.00704961099331574,0.0197445133143794,0.501101101778632,1.14183990558164
2000,1,Armenia,BiocapPerCap,0.20689312874483,0.176303783199506,0.0929658416548723,0.0147371461472926,0.0197445133143794,0.0,0.51064441306088
2001,1,Armenia,EFConsPerCap,0.436235881271359,0.196307969238134,0.036664449699708,0.00661464400938133,0.0270743000079871,0.530279009374854,1.23317625360142
2001,1,Armenia,BiocapPerCap,0.258656832652203,0.178598457978622,0.0946238509930605,0.0149289568785579,0.0270743000079871,0.0,0.57388239851043
2002,1,Armenia,EFConsPerCap,0.488718286267807,0.210876068836131,0.0190638965934872,0.00837921329993722,0.0292345478546793,0.471953556717961,1.22822556957
2002,1,Armenia,BiocapPerCap,0.289593771564117,0.194484989624236,0.0953468536870967,0.015082794462616,0.0292345478546793,0.0,0.623742957192745
2003,1,Armenia,EFConsPerCap,0.440225628656037,0.22586529360408,0.0221796137991572,0.00785932820800276,0.0262810388193785,0.519813435329577,1.24222433841623
2003,1,Armenia,BiocapPerCap,0.252809776956839,0.205817737989091,0.0954233341619765,0.0151215889955965,0.0262810388193785,0.0,0.595453476922881
2004,1,Armenia,EFConsPerCap,0.53646935549986,0.238214833346391,0.0294066619507739,0.0100001858107891,0.0335889937166214,0.55941300741862,1.40709303774305
2004,1,Armenia,BiocapPerCap,0.32193727757561,0.217589124854419,0.0956325860709477,0.0151871198308852,0.0335889937166214,0.0,0.683935102048484
2005,1,Armenia,EFConsPerCap,0.541697419375027,0.234842130909016,0.0271741174727855,0.0189022478320704,0.0349909519413867,0.670081275014015,1.5276881425443
2005,1,Armenia,BiocapPerCap,0.332886158430886,0.23999417073659,0.0960366448643935,0.0152281183092179,0.0349909519413867,0.0,0.719136044282474
2006,1,Armenia,EFConsPerCap,0.496452343129469,0.256786234778029,0.0452157321369084,0.0108435492377743,0.0262099239604478,0.719903946251802,1.55541172949443
2006,1,Armenia,BiocapPerCap,0.289292839385788,0.274614672023089,0.0966257509441182,0.0153032698536988,0.0262099239604478,0.0,0.702046456167142
