year,countryCode,countryName,record,cropLand,grazingLand,forestLand,fishingGround,builtupLand,carbon,total
1961,226,Uganda,EFConsPerCap,0.244620203889687,0.381189829834013,0.794172455693299,0.0815489014267645,0.0201846656280753,0.00966761927775794,1.5313836757496
1961,226,Uganda,BiocapPerCap,0.350912113138216,0.734898019494344,0.0806220939547592,0.202003538513771,0.0201846656280753,0.0,1.38862043072917
1962,226,Uganda,EFConsPerCap,0.257097463896233,0.345334536492246,0.796018014313324,0.0836116562155391,0.0210913374961898,0.0096338022940275,1.51278681070756
1962,226,Uganda,BiocapPerCap,0.365015372894656,0.713908562803699,0.0782947540607289,0.196013517096672,0.0210913374961898,0.0,1.37432354435195
1963,226,Uganda,EFConsPerCap,0.296580407736175,0.333005419816304,0.798311865828182,0.0877610852327668,0.0229589196162865,0.00877225927282355,1.54738995750254
1963,226,Uganda,BiocapPerCap,0.399799374260835,0.693758375519509,0.0759292079292567,0.190185972761522,0.0229589196162865,0.0,1.38263185008741
1964,226,Uganda,EFConsPerCap,0.33482088398928,0.318010548026156,0.800842072282473,0.0860283603311647,0.0218504776374508,0.00928131618961057,1.57083365845614
1964,226,Uganda,BiocapPerCap,0.446165788997161,0.68027602324012,0.0736183620965515,0.184354586330503,0.0218504776374508,0.0,1.40626523830179
1965,226,Uganda,EFConsPerCap,0.277012038843964,0.30366315589784,0.806205052755247,0.0902606317574366,0.0199344400539268,0.0112120481087206,1.50828736741713
1965,226,Uganda,BiocapPerCap,0.394384697344951,0.658769906922704,0.071405807545461,0.178593807699547,0.0199344400539268,0.0,1.32308865956659
1966,226,Uganda,EFConsPerCap,0.277964416075999,0.296022167357225,0.811355652798403,0.0956712388510877,0.0210254785468529,0.0134807062602065,1.51551965988977
1966,226,Uganda,BiocapPerCap,0.416996088594175,0.637269274501641,0.0693240220925258,0.172734268410711,0.0210254785468529,0.0,1.31734913214591
1967,226,Uganda,EFConsPerCap,0.324210001877952,0.293004663659459,0.814886664026747,0.111344253433044,0.0247050471832123,0.0159594052716991,1.58411003545211
1967,226,Uganda,BiocapPerCap,0.447898543622312,0.617038342672029,0.0671730435789854,0.167265446839264,0.0247050471832123,0.0,1.3240804238958
1968,226,Uganda,EFConsPerCap,0.334345486319183,0.280201942584089,0.814616305347585,0.11087110306979,0.0261804735789297,0.0185039497606932,1.58471926066027
1968,226,Uganda,BiocapPerCap,0.453117114687424,0.5964318301587,0.0649880626318017,0.161650772075199,0.0261804735789297,0.0,1.30236825313205
1969,226,Uganda,EFConsPerCap,0.38822749396152,0.271709369413931,0.814406321269575,0.131679193585129,0.0274985859824848,0.0211672284602755,1.65468819267292
1969,226,Uganda,BiocapPerCap,0.462603697867599,0.578608495957988,0.0628592064693901,0.156820118195219,0.0274985859824848,0.0,1.28839010447268
1970,226,Uganda,EFConsPerCap,0.393373917773745,0.262002580465084,0.815053193652562,0.121009501480072,0.0294114949351039,0.0277776132645422,1.64862830157111
